,Unnamed: 0,ts,action,actionOption,actionSub,actionSubOption,condition,conditionSub1Option,conditionSub2Option,place,emotionPositive,emotionTension,activity,macc_x_mean,macc_y_mean,macc_z_mean,e4acc_x_mean,e4acc_y_mean,e4acc_z_mean,Class
169,169,2018_11_01_02_56,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8085993919540826,-0.3038893476427764,10.018957917693154,,,,
170,170,2018_11_01_02_57,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8076771027323579,-0.3029295215453509,10.0238589384098,,,,
171,171,2018_11_01_02_58,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8081328841097435,-0.303942969344902,10.02574641545348,,,,
172,172,2018_11_01_02_59,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8138757504255312,-0.3044818660974234,10.023196698768167,,,,
173,173,2018_11_01_03_00,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8106236050615865,-0.299570132922731,10.025092256998882,,,,
174,174,2018_11_01_03_01,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8105378109014552,-0.3067393313045881,10.024614987122002,,,,
175,175,2018_11_01_03_02,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8090766240761442,-0.3009911038913742,10.025939418812923,,,,
176,176,2018_11_01_03_03,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8119561017861097,-0.3028866244288903,10.020617541993214,,,,
177,177,2018_11_01_03_04,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8051917444064983,-0.2981652490929444,10.018743416013388,,,,
178,178,2018_11_01_03_05,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.80779506793953,-0.2955833723236271,10.019920424412025,,,,
179,179,2018_11_01_03_06,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.805529558930573,-0.2987470427715555,10.019480735162333,,,,
180,180,2018_11_01_03_07,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8042453261870091,-0.2905563532698771,10.011657367861083,,,,
181,181,2018_11_01_03_08,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8030039879451272,-0.2925483926203807,10.014676278275472,,,,
182,182,2018_11_01_03_09,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8042263048486505,-0.2931823463845291,10.011311450672585,,,,
183,183,2018_11_01_03_10,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8031460851623757,-0.2947281087178039,10.015030172452404,,,,
184,184,2018_11_01_03_11,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8047279201119758,-0.2986853772172427,10.017161615901394,,,,
185,185,2018_11_01_03_12,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8050332346390582,-0.3014979235534404,10.014122421376529,,,,
186,186,2018_11_01_03_13,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.802936958885772,-0.2962616849832012,10.01377002295627,,,,
187,187,2018_11_01_03_14,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8073580538353815,-0.2952133828891372,10.012282057110816,,,,
188,188,2018_11_01_03_15,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.802205027452405,-0.3002806181914881,10.012442890817391,,,,
189,189,2018_11_01_03_16,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8102139458935549,-0.2973021782128835,10.012515953501351,,,,
190,190,2018_11_01_03_17,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8072121405938323,-0.3046497599439765,10.016872465546204,,,,
191,191,2018_11_01_03_18,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8033176736730119,-0.299535278986561,10.00865726147809,,,,
192,192,2018_11_01_03_19,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8071194394120887,-0.2970686882978718,10.0095875565509,,,,
193,193,2018_11_01_03_20,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8097281247256382,-0.2938835695240756,10.0087081718924,,,,
194,194,2018_11_01_03_21,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8048861038353821,-0.2968729688017904,10.008676052631548,,,,
195,195,2018_11_01_03_22,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8057923067245231,-0.2989293552015662,10.008649174692025,,,,
196,196,2018_11_01_03_23,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8028779788689802,-0.2925001341265397,10.003118121500515,,,,
197,197,2018_11_01_03_24,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8030541449019619,-0.2939489539551806,10.006480168627412,,,,
198,198,2018_11_01_03_25,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8018269947144442,-0.2947361520940643,10.006694684210505,,,,
199,199,2018_11_01_03_26,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.799096706292765,-0.2887490526416162,10.008744019910244,,,,
200,200,2018_11_01_03_27,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8031273152967564,-0.2958943771388567,10.011029984322525,,,,
201,201,2018_11_01_03_28,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.8060872243225068,-0.2954144637178038,10.01304612989916,,,,
202,202,2018_11_01_03_29,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.805368694731239,-0.2953608418365047,10.004935903695404,,,,
203,203,2018_11_01_03_30,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,-0.802761745126048,-0.2947000758823525,10.00566199775906,,,,
204,204,2018_11_01_03_31,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,6.235410102001686,5.569578049555434,2.218772131913052,,,,
205,205,2018_11_01_03_32,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,8.505933839865627,4.47355111590145,1.666438100994404,,,,
206,206,2018_11_01_03_33,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.548021174692032,4.276545584882409,1.397912160680293,,,,
207,207,2018_11_01_03_34,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.479493123068334,4.386590389921609,1.9372161500576688,,,,
208,208,2018_11_01_03_35,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,0.0,8.458210626707741,4.400408655711084,1.5954244317483244,,,,
209,209,2018_11_01_03_36,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,4.0,7.5218899631019,5.373628884490489,1.0616649058424967,,,,
210,210,2018_11_01_03_37,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.939211736842097,3.2876625379059354,2.063628934597701,,,,
211,211,2018_11_01_03_38,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,4.0,8.672748193893547,3.903136237647048,2.0160056808554643,,,,
212,212,2018_11_01_03_39,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,4.0,8.419147256270993,4.145700985162363,2.283589832741325,,,,
213,213,2018_11_01_03_40,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.495539284490501,4.283535161478162,2.1358303327155657,,,,
214,214,2018_11_01_03_41,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.440230356358539,4.534159301512606,1.5939340826084027,,,,
215,215,2018_11_01_03_42,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.625909330963069,4.079593668409852,1.9534661585576745,,,,
216,216,2018_11_01_03_43,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.450751833762606,4.224063510694281,1.8005938260778227,,,,
217,217,2018_11_01_03_44,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.537739557582544,4.340107608226073,1.9149547228701755,,,,
218,218,2018_11_01_03_45,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.522181266461368,4.39677309966406,1.7320869625055988,,,,
219,219,2018_11_01_03_46,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,4.0,8.54279878398658,4.435989230963042,1.5504198736259804,,,,
220,220,2018_11_01_03_47,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,4.0,8.610289403583439,4.356235230235159,1.3302766505090686,,,,
221,221,2018_11_01_03_48,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.493504949748196,4.452472870677111,1.6717509996548392,,,,
222,222,2018_11_01_03_49,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,8.55396520117582,4.250421171780506,1.794915313602294,,,,
223,223,2018_11_01_03_50,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,7.698886724020162,5.425869642329232,1.1540360591745804,,,,
224,224,2018_11_01_03_51,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,4.0,7.935456206939005,5.348164270117507,1.3056056161824283,,,,
225,225,2018_11_01_03_52,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,0.7973334613687569,-2.87539861760359,0.9681248184309668,,,,
226,226,2018_11_01_03_53,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,-1.3683010154860014,-9.427803271175486,-0.7746877955907058,,,,
227,227,2018_11_01_03_54,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.1037880399493006,0.4314734642697234,9.89760369261329,,,,
228,228,2018_11_01_03_55,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.3920855947538902,3.4161520237157266,7.892532804753233,,,,
229,229,2018_11_01_03_56,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,7.638613373829783,5.399922200279952,2.426440309064948,,,,
230,230,2018_11_01_03_57,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,7.507894801679743,5.133546462933927,2.7324771879576715,,,,
231,231,2018_11_01_03_58,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,8.319126076440961,4.811115482540561,1.5880678239003372,,,,
232,232,2018_11_01_03_59,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,6.6421589409269854,5.066854682749167,3.1485133111496078,,,,
233,233,2018_11_01_04_00,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,4.0,0.083268888523852,5.149434529731242,8.452230433874599,,,,
234,234,2018_11_01_04_01,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,6.777435384309755,5.605292684210523,2.657508920678897,,,,
235,235,2018_11_01_04_02,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,7.766755435106372,5.4498223992161225,1.7606323896802945,,,,
236,236,2018_11_01_04_03,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,8.247409110308118,4.532353911036425,2.2936606546593823,,,,
237,237,2018_11_01_04_04,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,6.835247424199347,5.94774390318027,2.4178018771069443,,,,
238,238,2018_11_01_04_05,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,5.627853946920496,7.042738584602468,3.386523255414324,,,,
239,239,2018_11_01_04_06,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,6.155766019204922,6.572099723012314,3.421747218516234,,,,
240,240,2018_11_01_04_07,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,5.94036024154534,6.658355376315795,3.904976483017912,,,,
241,241,2018_11_01_04_08,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,6.284319353557408,5.99261038269468,4.356488699002794,,,,
242,242,2018_11_01_04_09,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,5.5384561013997615,7.129637778219504,3.842847906550953,,,,
243,243,2018_11_01_04_10,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,6.310954842665164,6.212701388017907,3.8870400491480943,,,,
244,244,2018_11_01_04_11,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,7.635685633818593,5.431765341606938,2.5680654991942835,,,,
245,245,2018_11_01_04_12,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,5.1950426118074855,7.654344567767224,3.346440834583101,,,,
246,246,2018_11_01_04_13,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,5.773020949664051,7.280467126315783,3.0664616577267654,,,,
247,247,2018_11_01_04_14,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,6.723926460414324,4.726604596304589,5.172739792553191,,,,
248,248,2018_11_01_04_15,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,1.8303960309478975,4.601518850756297,7.590707830196071,,,,
249,249,2018_11_01_04_16,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,0.1467460653089585,5.177033537346016,8.44473412917134,,,,
250,250,2018_11_01_04_17,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,2.0,-1.8164457036865589,-8.226653985741317,0.7601402647571129,,,,
251,251,2018_11_01_04_18,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-1.0298901267088445,-4.852676846640239,4.581562313178872,,,,
252,252,2018_11_01_04_19,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5759535651413474,-0.383596794888103,10.041810663721982,,,,
253,253,2018_11_01_04_23,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5805688060139846,-0.3791544858041965,10.03569826223777,,,,
254,254,2018_11_01_04_25,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5770684444428362,-0.3787481555426932,10.036904047756863,,,,
255,255,2018_11_01_04_26,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.574892311946642,-0.3721564146640344,10.037014026679804,,,,
256,256,2018_11_01_04_29,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5721776981263614,-0.3641168726797387,10.034388788671055,,,,
257,257,2018_11_01_04_31,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5678060058798293,-0.3663847875536482,10.04081442274678,,,,
258,258,2018_11_01_04_33,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.566291711802912,-0.3660420701679739,10.045913473684186,,,,
259,259,2018_11_01_04_37,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5694401024132245,-0.3722845133884304,10.026898897520642,,,,
260,260,2018_11_01_04_40,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5724731879028696,-0.3717513418543047,10.009599715231795,,,,
261,261,2018_11_01_04_42,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5655894773925098,-0.3672393243828023,10.014442574202514,,,,
262,262,2018_11_01_04_44,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5745777212820518,-0.3690753965384615,10.011906916666671,,,,
263,263,2018_11_01_04_46,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5699393125934303,-0.3649978110079275,9.997303706681812,,,,
264,264,2018_11_01_04_48,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5717043728194233,-0.3712317816695079,10.003119494889193,,,,
265,265,2018_11_01_04_50,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5718484983299394,-0.3728713133604892,10.005844352342177,,,,
266,266,2018_11_01_04_54,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5629888460550461,-0.3618319660550461,9.998878211009169,,,,
267,267,2018_11_01_04_55,study,3.0,0.0,,0.0,,,workplace,6.0,6.0,3.0,-0.5589196699325844,-0.360141736988764,9.999560896629262,,,,
268,268,2018_11_01_04_56,study,3.0,0.0,,0.0,,,workplace,4.0,4.0,3.0,-0.5702402993313568,3.229786783464528,8.564563830871688,,,,
269,269,2018_11_01_04_57,study,3.0,0.0,,0.0,,,workplace,4.0,4.0,3.0,-0.2439940877934,1.6388994245772714,9.194920855207126,,,,
270,270,2018_11_01_04_58,study,3.0,0.0,,0.0,,,workplace,4.0,4.0,3.0,-0.0917491336237398,-0.551256236159011,10.042873113661782,,,,
271,271,2018_11_01_04_59,study,3.0,0.0,,0.0,,,workplace,4.0,4.0,3.0,-0.0911351669966408,-0.54776011334826,10.034993428331472,,,,
272,272,2018_11_01_05_00,study,3.0,0.0,,0.0,,,workplace,4.0,4.0,3.0,-0.0930038776198202,-0.5417679077043644,10.04446033258678,,,,
273,273,2018_11_01_05_01,study,3.0,0.0,,0.0,,,workplace,4.0,4.0,3.0,-0.0945830319865622,-0.5445133292161214,10.036403641657293,,,,
274,274,2018_11_01_05_02,study,3.0,0.0,,0.0,,,workplace,4.0,4.0,3.0,-0.0940870328258675,-0.5432800333986533,10.037671794512814,,,,
275,275,2018_11_01_05_03,study,3.0,0.0,,0.0,,,workplace,4.0,4.0,3.0,-0.092588310931131,-0.5527120596640542,10.043572856103069,,,,
276,276,2018_11_01_05_04,study,3.0,0.0,,0.0,,,workplace,4.0,4.0,3.0,-0.0884742605831,-0.5557817105539993,10.047681415221064,,,,
277,277,2018_11_01_05_05,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,4.0,0.022815964856327,1.1253498619300122,9.513159365845452,,,,
278,278,2018_11_01_05_06,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,3.0,3.542482812131025,-7.088169367024093,1.2847358748489364,,,,
279,279,2018_11_01_05_07,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,3.0,2.586021885293784,-9.070117440626753,2.696742652778453,,,,
280,280,2018_11_01_05_08,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,3.0,2.277913410744262,-9.110881784275389,3.0743914947397872,,,,
281,281,2018_11_01_05_09,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,2.359025966133366,-9.138399776483764,2.5816156776947907,,,,
282,282,2018_11_01_05_10,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,1.9963969080189208,-8.893411004492714,3.376383396721161,,,,
283,283,2018_11_01_05_11,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,0.6849668966858905,-9.51538332889137,2.487828930848204,,,,
284,284,2018_11_01_05_12,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,0.9675738556294504,-9.428634385509527,2.6418380287699894,,,,
285,285,2018_11_01_05_13,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,3.0,0.6845700988806269,-9.580091212821934,2.079964733143054,,,,
286,286,2018_11_01_05_14,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,1.7776022637782805,-9.151805062262016,2.8308352048904792,,,,
287,287,2018_11_01_05_15,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,2.675387673183652,-8.50275937743561,3.008448488045913,,,,
288,288,2018_11_01_05_16,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,1.0844634410602485,-9.541478312989932,1.6426542786104137,,,,
289,289,2018_11_01_05_17,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,1.1716815581451312,-9.707024023241882,0.4657875153393626,,,,
290,290,2018_11_01_05_18,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,1.1641286613217692,-9.597632482652484,1.4932376048945162,,,,
291,291,2018_11_01_05_19,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,4.0,1.1095770961645015,-9.48816776209407,2.150471699205264,,,,
292,292,2018_11_01_05_20,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,1.0818547581590143,-9.32110445027995,3.034623836904249,,,,
293,293,2018_11_01_05_21,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,1.1547103407634949,-9.5084151986002,2.2884667271330903,,,,
294,294,2018_11_01_05_22,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,1.1580911780258685,-9.571527756830909,2.0582265655835386,,,,
295,295,2018_11_01_05_23,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,1.081731427246698,-9.09756432574838,2.3213420888897,,,,
296,296,2018_11_01_05_24,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,4.0,-0.4866798096022396,4.2921816379865625,8.86599832088465,,,,
297,297,2018_11_01_05_25,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,3.0,1.2318315215034734,5.586948751847697,8.041929117581192,,,,
298,298,2018_11_01_05_26,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,4.0,-2.001576747386331,5.295129610246351,8.01979413908175,-0.2729588150289017,0.8334537572254336,0.2301300578034682,
299,299,2018_11_01_05_27,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,3.0,-6.248778069373031,0.5840511624174672,5.236536018350508,-0.3167154947916666,0.8063151041666666,0.1360921223958333,
300,300,2018_11_01_05_28,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,3.0,-9.530405576483778,-0.0636863007450166,2.811373249608065,-0.4136393229166666,0.6257242838541667,0.2080485026041666,
301,301,2018_11_01_05_29,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,4.0,-9.128042918342658,-0.6049528350354983,3.234331903223965,-0.3683349609375,0.7667317708333333,0.1464762369791666,
302,302,2018_11_01_05_30,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,3.0,-9.280842683034718,-1.1505359051363957,3.1895257470940583,-0.4229660630536738,0.5465981631057842,0.4527423137050547,
303,303,2018_11_01_05_31,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,3.0,-9.551564548992202,-0.7105336424389693,2.476131384630463,-0.679931640625,0.3295328776041666,0.2578369140625,
304,304,2018_11_01_05_32,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,3.0,-9.514235940929463,-1.43246991649104,2.2512667887737985,-0.5808919270833334,0.45478515625,0.4324381510416666,
305,305,2018_11_01_05_33,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,2.0,-8.509351942809161,-1.6419587972249594,3.765403341656681,-0.6498453776041667,0.3006917317708333,0.2686930338541666,
306,306,2018_11_01_05_34,work,2.0,1.0,1.0,3.0,3.0,,workplace,6.0,6.0,3.0,0.0818559621730115,-0.0600239504494961,9.831464860806236,-0.4461181640625,-0.0323974609375,0.5416259765625,
307,307,2018_11_01_05_35,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,4.0,-0.6308057555071152,2.382733673794956,9.32575968072829,-0.6004150390625,-0.176611328125,0.4273844401041666,
308,308,2018_11_01_05_36,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.5438564550809645,0.5610046294588021,9.617008186618143,-0.4789388020833333,-0.13759765625,0.6584391276041667,
309,309,2018_11_01_05_37,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1955926035890241,-0.4734915901287804,10.042484328107472,-0.2149820963541666,-0.7788899739583334,0.4100341796875,
310,310,2018_11_01_05_38,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1875761842609156,-0.4704190764445722,10.042672015677397,-0.5029052734375,-0.1562418619791666,0.407763671875,
311,311,2018_11_01_05_39,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1957618266927801,-0.4642178896978207,10.03575997313934,-0.5528971354166666,-0.5142985026041667,0.0579020182291666,
312,312,2018_11_01_05_40,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1857235601231773,-0.4594052130291207,10.036942600783828,-0.4565104166666666,-0.1146809895833333,0.8061767578125,
313,313,2018_11_01_05_41,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1851578530907034,-0.4593113756774927,10.034821875139924,-0.4522374934861907,0.0086063705054715,0.6857738405419489,
314,314,2018_11_01_05_42,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1863616562933914,-0.4581638747032487,10.031132690929402,-0.6192138671875,0.1062174479166666,0.6201171875,
315,315,2018_11_01_05_43,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.187109474717401,-0.4482020608170111,10.02835896922216,-0.4710693359375,-0.0778157552083333,0.8563639322916666,
316,316,2018_11_01_05_44,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1800761582633032,-0.4506947220504225,10.036511616806646,-0.4878499348958333,-0.0766764322916666,0.8480875651041667,
317,317,2018_11_01_05_45,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1796455592665145,-0.4531583036562186,10.03684605935047,-0.5198486328125,-0.0328206380208333,0.8178304036458334,
318,318,2018_11_01_05_46,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.181398669708682,-0.4464777082408998,10.032383095798329,-0.4275472005208333,-0.0601318359375,0.8818033854166667,
319,319,2018_11_01_05_47,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1793065478175683,-0.4486495501622843,10.033731528259612,-0.4366129557291666,-0.2245930989583333,0.700537109375,
320,320,2018_11_01_05_48,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1812622483762574,-0.4487667003247527,10.037111498320208,-0.36884765625,-0.2684244791666667,0.674072265625,
321,321,2018_11_01_05_49,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1812890595408708,-0.4441766964109769,10.03516772956321,-0.3367431640625,-0.1812174479166666,0.7653401692708334,
322,322,2018_11_01_05_50,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1807026074314467,-0.4416478161779552,10.039278255735844,0.0285888671875,-0.8610188802083333,0.3598876953125,
323,323,2018_11_01_05_51,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1767634014725629,-0.4481205605767087,10.035194522956242,-0.6300374348958333,0.0151611328125,0.4422444661458333,
324,324,2018_11_01_05_52,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1763317485890242,-0.4403186256718958,10.034671721164584,-0.5687581380208333,0.001611328125,0.7190185546875,
325,325,2018_11_01_05_53,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1758303873656195,-0.4392059790761511,10.03921346192607,-0.4405289213131839,-0.0647146951537259,0.8754803934340802,
326,326,2018_11_01_05_54,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1762968943728987,-0.4421551640033631,10.03374137513994,-0.4603352864583333,-0.0646891276041666,0.8663736979166666,
327,327,2018_11_01_05_55,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.175481847267635,-0.4375732032922726,10.037784434490488,-0.4446533203125,-0.0663736979166666,0.8719645182291667,
328,328,2018_11_01_05_56,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1734200993505018,-0.4425760926987677,10.03953251455766,-0.4670735677083333,-0.0628173828125,0.8625325520833333,
329,329,2018_11_01_05_57,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1742495971316513,-0.4439051142240919,10.043443392717023,-0.4777587890625,-0.077783203125,0.8517740885416667,
330,330,2018_11_01_05_58,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1720232579843205,-0.441152441209408,10.042342243561013,-0.450341796875,-0.0746175130208333,0.8682210286458333,
331,331,2018_11_01_05_59,study,3.0,0.0,,0.0,,,workplace,5.0,5.0,3.0,0.1700928827155644,-0.4423321140369577,10.042739059350458,-0.4629475911458333,-0.07890625,0.8616455078125,
